show,date,first_name,last_name,gender,party
Meet the Press,10/23/11,Harold,Ford,m,Democrat
State of the Union,10/23/11,Mitch,McConnell,m,Republican
State of the Union,10/23/11,Hillary,Clinton,f,Democrat
State of the Union,10/23/11,Joseph,Biden,m,Democrat
This Week,10/23/11,John,McCain,m,Republican
This Week,10/23/11,Hillary,Clinton,f,Democrat
State of the Union,10/30/11,Adam,Smith,m,Democrat
This Week,10/30/11,Richard,Armey,m,Republican
This Week,10/30/11,Michele,Bachmann,f,Republican
Fox News Sunday,11/6/11,Heath,Shuler,m,Democrat
Fox News Sunday,11/6/11,Evan,Bayh,m,Democrat
State of the Union,11/6/11,Thomas,Davis,m,Republican
State of the Union,11/6/11,Kay,Hutchison,f,Republican
This Week,11/6/11,John,Boehner,m,Republican
Face the Nation,11/13/11,Lindsey,Graham,m,Republican
Fox News Sunday,11/13/11,James,Clyburn,m,Democrat
Fox News Sunday,11/13/11,Patrick,Toomey,m,Republican
Meet the Press,11/13/11,Michele,Bachmann,f,Republican
State of the Union,11/13/11,Jeb,Hensarling,m,Republican
State of the Union,11/13/11,Mark,Warner,m,Democrat
Face the Nation,11/20/11,Patrick,Toomey,m,Republican
Fox News Sunday,11/20/11,Xavier,Becerra,m,Democrat
Fox News Sunday,11/20/11,Jeb,Hensarling,m,Republican
Meet the Press,11/20/11,Jon,Kyl,m,Republican
Meet the Press,11/20/11,John,Kerry,m,Democrat
State of the Union,11/20/11,Patty,Murray,f,Democrat
This Week,11/20/11,Rahm,Emanuel,m,Democrat
This Week,11/20/11,Marco,Rubio,m,Republican
Fox News Sunday,11/27/11,Richard,Durbin,m,Democrat
Fox News Sunday,11/27/11,Jon,Kyl,m,Republican
Meet the Press,11/27/11,Charles,Schumer,m,Democrat
This Week,11/27/11,Patrick,Toomey,m,Republican
Fox News Sunday,12/4/11,Kent,Conrad,m,Democrat
Fox News Sunday,12/4/11,Michele,Bachmann,f,Republican
Meet the Press,12/4/11,Harold,Ford,m,Democrat
Meet the Press,12/4/11,Harold,Ford,m,Democrat
State of the Union,12/4/11,John,McCain,m,Republican
State of the Union,12/4/11,Michele,Bachmann,f,Republican
This Week,12/4/11,Barney,Frank,m,Democrat
Face the Nation,12/11/11,Barack,Obama,m,Democrat
Face the Nation,12/11/11,Steve,King,m,Republican
Face the Nation,12/11/11,Michele,Bachmann,f,Republican
Fox News Sunday,12/11/11,Mitch,McConnell,m,Republican
Meet the Press,12/11/11,Richard,Durbin,m,Democrat
Meet the Press,12/11/11,Lindsey,Graham,m,Republican
State of the Union,12/11/11,John,Sununu,m,Republican
State of the Union,12/11/11,Thomas,Davis,m,Republican
State of the Union,12/11/11,Robert,Walker,m,Republican
Fox News Sunday,12/18/11,Evan,Bayh,m,Democrat
Meet the Press,12/18/11,Michele,Bachmann,f,Republican
Meet the Press,12/18/11,John,Boehner,m,Republican
State of the Union,12/18/11,Roy,Blunt,m,Republican
This Week,12/18/11,Paul,Ryan,m,Republican
This Week,12/18/11,Barney,Frank,m,Democrat
Face the Nation,12/25/11,David,Martin,m,Republican
Face the Nation,1/1/12,Rand,Paul,m,Republican
Fox News Sunday,1/1/12,Michele,Bachmann,f,Republican
State of the Union,1/1/12,Steve,King,m,Republican
Face the Nation,1/8/12,John,McCain,m,Republican
Face the Nation,1/8/12,Leon,Panetta,m,Democrat
State of the Union,1/8/12,Nancy,Pelosi,f,Democrat
State of the Union,1/8/12,John,Sununu,m,Republican
State of the Union,1/8/12,Robert,Walker,m,Republican
Face the Nation,1/15/12,Jim,DeMint,m,Republican
Fox News Sunday,1/15/12,Chris,Chocola,m,Republican
Meet the Press,1/15/12,Harry,Reid,m,Democrat
Meet the Press,1/15/12,Lindsey,Graham,m,Republican
Meet the Press,1/15/12,Tim,Scott,m,Republican
State of the Union,1/15/12,John,McCain,m,Republican
Face the Nation,1/22/12,Lindsey,Graham,m,Republican
Fox News Sunday,1/22/12,John,Boehner,m,Republican
Meet the Press,1/22/12,Joe,Scarborough,m,Republican
State of the Union,1/22/12,Jim,DeMint,m,Republican
State of the Union,1/22/12,James,Clyburn,m,Democrat
Face the Nation,1/29/12,Allen,West,m,Republican
Face the Nation,1/29/12,Michele,Bachmann,f,Republican
Fox News Sunday,1/29/12,Paul,Ryan,m,Republican
Meet the Press,1/29/12,John,McCain,m,Republican
Meet the Press,1/29/12,Joe,Scarborough,m,Republican
Meet the Press,1/29/12,Fred,Thompson,m,Republican
State of the Union,1/29/12,Mitch,McConnell,m,Republican
This Week,1/29/12,John,Boehner,m,Republican
Meet the Press,2/5/12,Xavier,Becerra,m,Democrat
State of the Union,2/5/12,Mike,Rogers,m,Republican
State of the Union,2/5/12,Mike,Rogers,m,Republican
Face the Nation,2/12/12,Mitch,McConnell,m,Republican
Fox News Sunday,2/12/12,Evan,Bayh,m,Democrat
Meet the Press,2/12/12,Joe,Scarborough,m,Republican
State of the Union,2/12/12,Joseph,Lieberman,m,Independent
This Week,2/12/12,Paul,Ryan,m,Republican
Fox News Sunday,2/19/12,Eric,Cantor,m,Republican
Meet the Press,2/19/12,Paul,Ryan,m,Republican
State of the Union,2/19/12,Michele,Bachmann,f,Republican
This Week,2/19/12,John,McCain,m,Republican
Fox News Sunday,2/26/12,Evan,Bayh,m,Democrat
Meet the Press,2/26/12,Harold,Ford,m,Democrat
Meet the Press,2/26/12,Harold,Ford,m,Democrat
State of the Union,2/26/12,John,McCain,m,Republican
State of the Union,2/26/12,Lindsey,Graham,m,Republican
Fox News Sunday,3/4/12,Lindsey,Graham,m,Republican
Fox News Sunday,3/4/12,Richard,Blumenthal,m,Democrat
Meet the Press,3/4/12,Eric,Cantor,m,Republican
State of the Union,3/4/12,Mike,Rogers,m,Republican
State of the Union,3/4/12,Mike,Rogers,m,Republican
Fox News Sunday,3/11/12,John,McCain,m,Republican
Fox News Sunday,3/11/12,Evan,Bayh,m,Democrat
Meet the Press,3/11/12,Marsha,Blackburn,f,Republican
State of the Union,3/11/12,Harry,Reid,m,Democrat
State of the Union,3/11/12,Richard,Gephardt,m,Democrat
This Week,3/11/12,Charles,Schumer,m,Democrat
This Week,3/11/12,Lindsey,Graham,m,Republican
Meet the Press,3/18/12,John,McCain,m,Republican
Face the Nation,3/25/12,Paul,Ryan,m,Republican
Face the Nation,3/25/12,Charles,Schumer,m,Democrat
Fox News Sunday,3/25/12,Paul,Ryan,m,Republican
State of the Union,3/25/12,Lindsey,Graham,m,Republican
This Week,3/25/12,Michele,Bachmann,f,Republican
Face the Nation,4/1/12,Joseph,Biden,m,Democrat
Meet the Press,4/1/12,Harold,Ford,m,Democrat
Meet the Press,4/1/12,Harold,Ford,m,Democrat
Meet the Press,4/1/12,Charles,Schumer,m,Democrat
State of the Union,4/1/12,Paul,Ryan,m,Republican
State of the Union,4/1/12,Mitch,McConnell,m,Republican
State of the Union,4/1/12,Mike,Rogers,m,Republican
State of the Union,4/1/12,Mike,Rogers,m,Republican
This Week,4/1/12,Paul,Ryan,m,Republican
Fox News Sunday,4/8/12,Kent,Conrad,m,Democrat
Fox News Sunday,4/8/12,Ron,Johnson,m,Republican
Meet the Press,4/8/12,Richard,Durbin,m,Democrat
Meet the Press,4/8/12,John,Kasich,m,Republican
Face the Nation,4/15/12,John,McCain,m,Republican
Meet the Press,4/15/12,Harold,Ford,m,Democrat
Meet the Press,4/15/12,Harold,Ford,m,Democrat
Meet the Press,4/15/12,Kirsten,Gillibrand,f,Democrat
Meet the Press,4/15/12,Michele,Bachmann,f,Republican
State of the Union,4/15/12,Carolyn,Maloney,f,Democrat
Face the Nation,4/22/12,Elijah,Cummings,m,Democrat
Face the Nation,4/22/12,Joseph,Lieberman,m,Independent
Fox News Sunday,4/22/12,Joseph,Lieberman,m,Independent
Meet the Press,4/22/12,Darrell,Issa,m,Republican
Meet the Press,4/22/12,Peter,King,m,Republican
State of the Union,4/22/12,Elijah,Cummings,m,Democrat
State of the Union,4/22/12,Marco,Rubio,m,Republican
This Week,4/22/12,Susan,Collins,f,Republican
Face the Nation,4/29/12,John,Miller,m,Republican
State of the Union,4/29/12,John,Boehner,m,Republican
Face the Nation,5/6/12,Charles,Schumer,m,Democrat
Face the Nation,5/6/12,Michele,Bachmann,f,Republican
Fox News Sunday,5/6/12,Marco,Rubio,m,Republican
Meet the Press,5/6/12,Kelly,Ayotte,f,Republican
Meet the Press,5/6/12,Joseph,Biden,m,Democrat
State of the Union,5/6/12,Ted,Strickland,m,Democrat
State of the Union,5/6/12,Dianne,Feinstein,f,Democrat
State of the Union,5/6/12,Thomas,Davis,m,Republican
State of the Union,5/6/12,Mike,Rogers,m,Republican
State of the Union,5/6/12,Mike,Rogers,m,Republican
This Week,5/6/12,John,McCain,m,Republican
Face the Nation,5/13/12,Mike,Rogers,m,Republican
Face the Nation,5/13/12,Mike,Rogers,m,Republican
Fox News Sunday,5/13/12,John,Thune,m,Republican
Fox News Sunday,5/13/12,Dianne,Feinstein,f,Democrat
State of the Union,5/13/12,Richard,Durbin,m,Democrat
State of the Union,5/13/12,Peter,King,m,Republican
State of the Union,5/13/12,Joseph,Lieberman,m,Independent
State of the Union,5/13/12,John,Cornyn,m,Republican
This Week,5/13/12,Marsha,Blackburn,f,Republican
This Week,5/13/12,Barney,Frank,m,Democrat
Face the Nation,5/20/12,Mark,Warner,m,Democrat
Face the Nation,5/20/12,Mitch,McConnell,m,Republican
Face the Nation,5/20/12,Lindsey,Graham,m,Republican
Fox News Sunday,5/20/12,Paul,Ryan,m,Republican
Fox News Sunday,5/20/12,Evan,Bayh,m,Democrat
Meet the Press,5/20/12,Cory,Booker,m,Democrat
Meet the Press,5/20/12,Paul,Ryan,m,Republican
Meet the Press,5/20/12,Richard,Durbin,m,Democrat
State of the Union,5/20/12,Barbara,Boxer,f,Democrat
State of the Union,5/20/12,Kay,Hutchison,f,Republican
This Week,5/20/12,Nancy,Pelosi,f,Democrat
This Week,5/20/12,John,Boehner,m,Republican
Fox News Sunday,5/27/12,John,McCain,m,Republican
State of the Union,5/27/12,Patty,Murray,f,Democrat
This Week,5/27/12,Leon,Panetta,m,Democrat
Face the Nation,6/3/12,Kay,Hutchison,f,Republican
Meet the Press,6/3/12,John,Kasich,m,Republican
State of the Union,6/3/12,Mark,Warner,m,Democrat
Face the Nation,6/10/12,Dianne,Feinstein,f,Democrat
Face the Nation,6/10/12,Mike,Rogers,m,Republican
Face the Nation,6/10/12,Mike,Rogers,m,Republican
State of the Union,6/10/12,John,McCain,m,Republican
State of the Union,6/10/12,Peter,King,m,Republican
State of the Union,6/10/12,Lynn,Woolsey,f,Democrat
Face the Nation,6/17/12,Lindsey,Graham,m,Republican
Fox News Sunday,6/17/12,Joseph,Lieberman,m,Independent
Meet the Press,6/17/12,John,McCain,m,Republican
Meet the Press,6/17/12,Harold,Ford,m,Democrat
Meet the Press,6/17/12,Harold,Ford,m,Democrat
State of the Union,6/17/12,John,Barrasso,m,Republican
Fox News Sunday,6/24/12,Elijah,Cummings,m,Democrat
Fox News Sunday,6/24/12,Darrell,Issa,m,Republican
Meet the Press,6/24/12,Darrell,Issa,m,Republican
Meet the Press,6/24/12,Marco,Rubio,m,Republican
This Week,6/24/12,Darrell,Issa,m,Republican
This Week,6/24/12,Xavier,Becerra,m,Democrat
Face the Nation,7/1/12,Charles,Schumer,m,Democrat
Face the Nation,7/1/12,John,Boehner,m,Republican
Fox News Sunday,7/1/12,Mitch,McConnell,m,Republican
Meet the Press,7/1/12,Nancy,Pelosi,f,Democrat
Meet the Press,7/1/12,Bobby,Jindal,m,Republican
This Week,7/1/12,Paul,Ryan,m,Republican
This Week,7/1/12,Artur,Davis,m,Democrat
Face the Nation,7/8/12,Richard,Durbin,m,Democrat
Face the Nation,7/8/12,John,McCain,m,Republican
Fox News Sunday,7/8/12,Tom,Price,m,Republican
Fox News Sunday,7/8/12,Xavier,Becerra,m,Democrat
State of the Union,7/8/12,Mitch,McConnell,m,Republican
This Week,7/8/12,Bobby,Jindal,m,Republican
Face the Nation,7/15/12,Paul,Ryan,m,Republican
Meet the Press,7/15/12,Richard,Durbin,m,Democrat
Meet the Press,7/15/12,Jon,Kyl,m,Republican
This Week,7/15/12,Kelly,Ayotte,f,Republican
This Week,7/15/12,Rahm,Emanuel,m,Democrat
Fox News Sunday,7/22/12,Dianne,Feinstein,f,Democrat
Fox News Sunday,7/22/12,Evan,Bayh,m,Democrat
Fox News Sunday,7/22/12,Mike,Rogers,m,Republican
Fox News Sunday,7/22/12,Mike,Rogers,m,Republican
State of the Union,7/22/12,John,McCain,m,Republican
State of the Union,7/22/12,George,Allen,m,Republican
State of the Union,7/29/12,Kelly,Ayotte,f,Republican
State of the Union,7/29/12,Richard,Durbin,m,Democrat
Face the Nation,8/5/12,Ted,Strickland,m,Democrat
Fox News Sunday,8/5/12,Ted,Cruz,m,Republican
State of the Union,8/5/12,Lindsey,Graham,m,Republican
Fox News Sunday,8/12/12,John,McCain,m,Republican
Fox News Sunday,8/12/12,Evan,Bayh,m,Democrat
State of the Union,8/12/12,John,Thune,m,Republican
State of the Union,8/12/12,John,Sununu,m,Republican
State of the Union,8/12/12,Ron,Johnson,m,Republican
State of the Union,8/12/12,Ron,Kind,m,Democrat
Face the Nation,8/19/12,Richard,Durbin,m,Democrat
Fox News Sunday,8/19/12,Evan,Bayh,m,Democrat
Meet the Press,8/19/12,Ted,Cruz,m,Republican
This Week,8/19/12,Patrick,Toomey,m,Republican
Face the Nation,8/26/12,Marsha,Blackburn,f,Republican
Face the Nation,8/26/12,Marco,Rubio,m,Republican
Meet the Press,8/26/12,John,McCain,m,Republican
State of the Union,8/26/12,Kay,Hutchison,f,Republican
This Week,8/26/12,Donna,Edwards,f,Democrat
Meet the Press,9/2/12,Rahm,Emanuel,m,Democrat
Face the Nation,9/9/12,Paul,Ryan,m,Republican
Face the Nation,9/9/12,Barack,Obama,m,Democrat
Fox News Sunday,9/9/12,Mia,Love,f,Republican
This Week,9/9/12,Cory,Booker,m,Democrat
This Week,9/9/12,Paul,Ryan,m,Republican
This Week,9/9/12,Rand,Paul,m,Republican
Face the Nation,9/16/12,John,McCain,m,Republican
Fox News Sunday,9/16/12,Mike,Rogers,m,Republican
Fox News Sunday,9/16/12,Mike,Rogers,m,Republican
Meet the Press,9/16/12,Peter,King,m,Republican
Meet the Press,9/16/12,Keith,Ellison,m,Democrat
State of the Union,9/16/12,Nancy,Pelosi,f,Democrat
Meet the Press,9/23/12,Kelly,Ayotte,f,Republican
Meet the Press,9/23/12,Joe,Scarborough,m,Republican
State of the Union,9/23/12,Richard,Durbin,m,Democrat
State of the Union,9/23/12,Lindsey,Graham,m,Republican
State of the Union,9/23/12,Mike,Rogers,m,Republican
State of the Union,9/23/12,Mike,Rogers,m,Republican
Face the Nation,9/30/12,Marsha,Blackburn,f,Republican
Fox News Sunday,9/30/12,Paul,Ryan,m,Republican
State of the Union,9/30/12,Roy,Blunt,m,Republican
State of the Union,9/30/12,John,McCain,m,Republican
Fox News Sunday,10/7/12,Kelly,Ayotte,f,Republican
State of the Union,10/7/12,Michael,DeWine,m,Republican
State of the Union,10/7/12,Ted,Strickland,m,Democrat
Face the Nation,10/14/12,Elijah,Cummings,m,Democrat
Face the Nation,10/14/12,Darrell,Issa,m,Republican
Face the Nation,10/14/12,Lindsey,Graham,m,Republican
This Week,10/14/12,Christopher,Dodd,m,Democrat
Face the Nation,10/21/12,Marco,Rubio,m,Republican
Fox News Sunday,10/21/12,Richard,Durbin,m,Democrat
Fox News Sunday,10/21/12,Lindsey,Graham,m,Republican
Meet the Press,10/21/12,Marco,Rubio,m,Republican
State of the Union,10/21/12,Mark,Warner,m,Democrat
State of the Union,10/21/12,Thomas,Davis,m,Republican
State of the Union,10/21/12,Donna,Edwards,f,Democrat
This Week,10/21/12,Rahm,Emanuel,m,Democrat
This Week,10/21/12,Marco,Rubio,m,Republican
Face the Nation,10/28/12,John,McCain,m,Republican
Face the Nation,10/28/12,Rahm,Emanuel,m,Democrat
Fox News Sunday,10/28/12,Mark,Warner,m,Democrat
Fox News Sunday,10/28/12,Ron,Johnson,m,Republican
Fox News Sunday,10/28/12,Mark,Udall,m,Democrat
Meet the Press,10/28/12,John,Kasich,m,Republican
State of the Union,10/28/12,Ted,Strickland,m,Democrat
Meet the Press,11/4/12,Cory,Booker,m,Democrat
Meet the Press,11/4/12,Eric,Cantor,m,Republican
Meet the Press,11/4/12,Joe,Scarborough,m,Republican
State of the Union,11/4/12,Rahm,Emanuel,m,Democrat
Face the Nation,11/11/12,Lindsey,Graham,m,Republican
Fox News Sunday,11/11/12,Tom,Price,m,Republican
Fox News Sunday,11/11/12,Kent,Conrad,m,Democrat
Fox News Sunday,11/11/12,Evan,Bayh,m,Democrat
Fox News Sunday,11/11/12,Dianne,Feinstein,f,Democrat
Fox News Sunday,11/11/12,Bob,Corker,m,Republican
Meet the Press,11/11/12,Joaquin,Castro,m,Democrat
Meet the Press,11/11/12,Charles,Schumer,m,Democrat
This Week,11/11/12,Aaron,Schock,m,Republican
This Week,11/11/12,Patty,Murray,f,Democrat
This Week,11/11/12,Saxby,Chambliss,m,Republican
This Week,11/11/12,Donna,Edwards,f,Democrat
Face the Nation,11/18/12,Richard,Durbin,m,Democrat
Face the Nation,11/18/12,John,McCain,m,Republican
Face the Nation,11/18/12,Olympia,Snowe,f,Republican
Fox News Sunday,11/18/12,Saxby,Chambliss,m,Republican
Fox News Sunday,11/18/12,Joseph,Lieberman,m,Independent
Fox News Sunday,11/18/12,Bobby,Jindal,m,Republican
Meet the Press,11/18/12,Dianne,Feinstein,f,Democrat
Meet the Press,11/18/12,Lindsey,Graham,m,Republican
Meet the Press,11/18/12,Mike,Rogers,m,Republican
Meet the Press,11/18/12,Mike,Rogers,m,Republican
State of the Union,11/18/12,Roy,Blunt,m,Republican
State of the Union,11/18/12,Tom,Price,m,Republican
State of the Union,11/18/12,Richard,Durbin,m,Democrat
This Week,11/18/12,Xavier,Becerra,m,Democrat
This Week,11/18/12,Peter,King,m,Republican
This Week,11/18/12,Nancy,Pelosi,f,Democrat
Fox News Sunday,11/25/12,John,McCain,m,Republican
Fox News Sunday,11/25/12,John,Sweeney,m,Republican
Meet the Press,11/25/12,Peter,King,m,Republican
Meet the Press,11/25/12,Gregory,Meeks,m,Democrat
State of the Union,11/25/12,Barney,Frank,m,Democrat
State of the Union,11/25/12,Jon,Kyl,m,Republican
State of the Union,11/25/12,Joseph,Lieberman,m,Independent
State of the Union,11/25/12,Kay,Hutchison,f,Republican
This Week,11/25/12,Adam,Smith,m,Democrat
This Week,11/25/12,Richard,Durbin,m,Democrat
This Week,11/25/12,Lindsey,Graham,m,Republican
Face the Nation,12/2/12,Dianne,Feinstein,f,Democrat
Face the Nation,12/2/12,Lindsey,Graham,m,Republican
Face the Nation,12/2/12,Mike,Rogers,m,Republican
Face the Nation,12/2/12,Mike,Rogers,m,Republican
Fox News Sunday,12/2/12,Evan,Bayh,m,Democrat
Fox News Sunday,12/2/12,John,Boehner,m,Republican
Meet the Press,12/2/12,Bob,Corker,m,Republican
Meet the Press,12/2/12,Claire,McCaskill,f,Democrat
State of the Union,12/2/12,Mark,Warner,m,Democrat
State of the Union,12/2/12,Kelly,Ayotte,f,Republican
This Week,12/2/12,Tom,Cole,m,Republican
This Week,12/2/12,Keith,Ellison,m,Democrat
Face the Nation,12/9/12,Cory,Booker,m,Democrat
Fox News Sunday,12/9/12,Charles,Schumer,m,Democrat
Fox News Sunday,12/9/12,Bob,Corker,m,Republican
Meet the Press,12/9/12,Richard,Durbin,m,Democrat
Meet the Press,12/9/12,Kevin,McCarthy,m,Republican
State of the Union,12/9/12,Tom,Cole,m,Republican
State of the Union,12/9/12,Marsha,Blackburn,f,Republican
This Week,12/9/12,Debbie,Stabenow,f,Democrat
This Week,12/9/12,Jeb,Hensarling,m,Republican
Face the Nation,12/16/12,Charles,Schumer,m,Democrat
Face the Nation,12/16/12,Kay,Hutchison,f,Republican
This Week,12/16/12,John,McCain,m,Republican
This Week,12/16/12,Steve,Israel,m,Democrat
This Week,12/16/12,Jason,Chaffetz,m,Republican
Face the Nation,12/23/12,Mark,Warner,m,Democrat
Face the Nation,12/23/12,Kay,Hutchison,f,Republican
Face the Nation,12/23/12,Tim,Scott,m,Republican
Fox News Sunday,12/23/12,Kent,Conrad,m,Democrat
Fox News Sunday,12/23/12,John,Barrasso,m,Republican
Meet the Press,12/23/12,Charles,Schumer,m,Democrat
Meet the Press,12/23/12,Lindsey,Graham,m,Republican
Meet the Press,12/23/12,Jason,Chaffetz,m,Republican
Meet the Press,12/23/12,Harold,Ford,m,Democrat
Meet the Press,12/23/12,Harold,Ford,m,Democrat
State of the Union,12/23/12,Asa,Hutchinson,m,Republican
State of the Union,12/23/12,Steven,LaTourette,m,Republican
State of the Union,12/23/12,Mick,Mulvaney,m,Republican
State of the Union,12/23/12,Joseph,Lieberman,m,Independent
This Week,12/23/12,Cory,Booker,m,Democrat
This Week,12/23/12,Amy,Klobuchar,f,Democrat
This Week,12/23/12,Asa,Hutchinson,m,Republican
Face the Nation,12/30/12,Richard,Durbin,m,Democrat
Fox News Sunday,12/30/12,Evan,Bayh,m,Democrat
Fox News Sunday,12/30/12,Dianne,Feinstein,f,Democrat
Fox News Sunday,12/30/12,Lindsey,Graham,m,Republican
Meet the Press,12/30/12,Barack,Obama,m,Democrat
State of the Union,12/30/12,Darrell,Issa,m,Republican
State of the Union,12/30/12,Debbie,Stabenow,f,Democrat
State of the Union,12/30/12,John,Barrasso,m,Republican
State of the Union,12/30/12,Donna,Edwards,f,Democrat
This Week,12/30/12,Charles,Schumer,m,Democrat
This Week,12/30/12,Jon,Kyl,m,Republican
Face the Nation,1/6/13,Matt,Salmon,m,Republican
Face the Nation,1/6/13,Mitch,McConnell,m,Republican
Face the Nation,1/6/13,Nancy,Pelosi,f,Democrat
Face the Nation,1/6/13,Mike,Kelly,m,Republican
Face the Nation,1/6/13,Christopher,Murphy,m,Democrat
Face the Nation,1/6/13,Jeff,Flake,m,Republican
Fox News Sunday,1/6/13,Jim,Jordan,m,Republican
Fox News Sunday,1/6/13,Ted,Cruz,m,Republican
Meet the Press,1/6/13,Angus,King,m,Independent
Meet the Press,1/6/13,Xavier,Becerra,m,Democrat
Meet the Press,1/6/13,Mitch,McConnell,m,Republican
State of the Union,1/6/13,Heidi,Heitkamp,f,Democrat
State of the Union,1/6/13,Richard,Durbin,m,Democrat
State of the Union,1/6/13,Lindsey,Graham,m,Republican
State of the Union,1/6/13,Richard,Hudson,m,Republican
This Week,1/6/13,Heidi,Heitkamp,f,Democrat
This Week,1/6/13,Mitch,McConnell,m,Republican
This Week,1/6/13,Joaquin,Castro,m,Democrat
This Week,1/6/13,Tom,Cotton,m,Republican
Face the Nation,1/13/13,John,McCain,m,Republican
Fox News Sunday,1/13/13,Kelly,Ayotte,f,Republican
Fox News Sunday,1/13/13,Evan,Bayh,m,Democrat
Fox News Sunday,1/13/13,Richard,Blumenthal,m,Democrat
Meet the Press,1/13/13,Cory,Booker,m,Democrat
State of the Union,1/13/13,Marsha,Blackburn,f,Republican
State of the Union,1/13/13,Elijah,Cummings,m,Democrat
State of the Union,1/13/13,Christopher,Murphy,m,Democrat
This Week,1/13/13,Bob,Corker,m,Republican
Face the Nation,1/20/13,Joaquin,Castro,m,Democrat
Fox News Sunday,1/20/13,Roy,Blunt,m,Republican
Meet the Press,1/20/13,Ted,Cruz,m,Republican
Meet the Press,1/20/13,Charles,Schumer,m,Democrat
Meet the Press,1/20/13,Joe,Scarborough,m,Republican
State of the Union,1/20/13,John,Barrasso,m,Republican
Face the Nation,1/27/13,Marsha,Blackburn,f,Republican
Face the Nation,1/27/13,Dianne,Feinstein,f,Democrat
Fox News Sunday,1/27/13,Martha,McSally,f,Republican
Fox News Sunday,1/27/13,Richard,Durbin,m,Democrat
Fox News Sunday,1/27/13,Bob,Corker,m,Republican
Meet the Press,1/27/13,Paul,Ryan,m,Republican
Meet the Press,1/27/13,Jim,DeMint,m,Republican
State of the Union,1/27/13,Mia,Love,f,Republican
State of the Union,1/27/13,Dianne,Feinstein,f,Democrat
This Week,1/27/13,David,Schweikert,m,Republican
This Week,1/27/13,John,McCain,m,Republican
Fox News Sunday,2/3/13,Evan,Bayh,m,Democrat
Meet the Press,2/3/13,Leon,Panetta,m,Democrat
State of the Union,2/3/13,Leon,Panetta,m,Democrat
State of the Union,2/3/13,George,Allen,m,Republican
This Week,2/3/13,Harry,Reid,m,Democrat
This Week,2/3/13,Lou,Barletta,m,Republican
Face the Nation,2/10/13,Lindsey,Graham,m,Republican
Face the Nation,2/10/13,Jane,Harman,f,Democrat
Face the Nation,2/10/13,Mike,Rogers,m,Republican
Face the Nation,2/10/13,Mike,Rogers,m,Republican
Fox News Sunday,2/10/13,John,McCain,m,Republican
Fox News Sunday,2/10/13,Nancy,Pelosi,f,Democrat
Fox News Sunday,2/10/13,Tom,Cotton,m,Republican
Meet the Press,2/10/13,Richard,Durbin,m,Democrat
Meet the Press,2/10/13,Eric,Cantor,m,Republican
State of the Union,2/10/13,Angus,King,m,Independent
State of the Union,2/10/13,Rand,Paul,m,Republican
State of the Union,2/10/13,Kay,Hutchison,f,Republican
This Week,2/10/13,Tom,Cole,m,Republican
This Week,2/10/13,Keith,Ellison,m,Democrat
Face the Nation,2/17/13,Cory,Booker,m,Democrat
Fox News Sunday,2/17/13,Rand,Paul,m,Republican
Fox News Sunday,2/17/13,Lindsey,Graham,m,Republican
Meet the Press,2/17/13,John,McCain,m,Republican
State of the Union,2/17/13,Charles,Schumer,m,Democrat
State of the Union,2/17/13,Steven,LaTourette,m,Republican
State of the Union,2/17/13,John,Barrasso,m,Republican
State of the Union,2/17/13,Mike,Rogers,m,Republican
State of the Union,2/17/13,Mike,Rogers,m,Republican
This Week,2/17/13,Paul,Ryan,m,Republican
This Week,2/17/13,Joaquin,Castro,m,Democrat
Face the Nation,2/24/13,Kelly,Ayotte,f,Republican
Face the Nation,2/24/13,Tim,Murphy,m,Republican
Fox News Sunday,2/24/13,Evan,Bayh,m,Democrat
Fox News Sunday,2/24/13,Claire,McCaskill,f,Democrat
Meet the Press,2/24/13,Bobby,Jindal,m,Republican
Meet the Press,2/24/13,Harold,Ford,m,Democrat
Meet the Press,2/24/13,Harold,Ford,m,Democrat
State of the Union,2/24/13,John,McCain,m,Republican
State of the Union,2/24/13,Patrick,Leahy,m,Democrat
This Week,2/24/13,Eliot,Engel,m,Democrat
This Week,2/24/13,Mike,Rogers,m,Republican
This Week,2/24/13,Mike,Rogers,m,Republican
Face the Nation,3/3/13,Richard,Durbin,m,Democrat
Face the Nation,3/3/13,John,McCain,m,Republican
Face the Nation,3/3/13,Lindsey,Graham,m,Republican
Fox News Sunday,3/3/13,Scott,Brown,m,Republican
Meet the Press,3/3/13,John,Boehner,m,Republican
State of the Union,3/3/13,Mitch,McConnell,m,Republican
State of the Union,3/3/13,Steve,Israel,m,Democrat
State of the Union,3/3/13,Greg,Walden,m,Republican
This Week,3/3/13,Kelly,Ayotte,f,Republican
This Week,3/3/13,Mia,Love,f,Republican
Fox News Sunday,3/10/13,Paul,Ryan,m,Republican
Meet the Press,3/10/13,Cory,Gardner,m,Republican
Meet the Press,3/10/13,Marsha,Blackburn,f,Republican
Meet the Press,3/10/13,Tulsi,Gabbard,f,Democrat
Meet the Press,3/10/13,Joe,Scarborough,m,Republican
State of the Union,3/10/13,Kevin,McCarthy,m,Republican
State of the Union,3/10/13,Nancy,Pelosi,f,Democrat
This Week,3/10/13,Ron,Johnson,m,Republican
Face the Nation,3/17/13,Paul,Ryan,m,Republican
Face the Nation,3/17/13,Amy,Klobuchar,f,Democrat
Fox News Sunday,3/17/13,Richard,Durbin,m,Democrat
